,alpha,sigma,only_negative_disturbances,add_short_timescale,ews,p_linear,p_kendalltau,p_theilsen,p_kendalltau_adj,valid
138,2.0,0.01,True,True,ac1,0.09263157894736843,0.09052631578947369,0.08842105263157894,0.0,1.0
139,2.0,0.01,True,True,ac1_thresh,0.09263157894736843,0.09052631578947369,0.08842105263157894,0.0,1.0
140,2.0,0.01,True,True,iqr,0.09631578947368422,0.08842105263157894,0.09263157894736843,0.0,1.0
141,2.0,0.01,True,True,iqr_thresh,0.09631578947368422,0.08842105263157894,0.09263157894736843,0.0,1.0
142,2.0,0.01,True,True,std_dev,0.10842105263157895,0.10210526315789474,0.10105263157894737,0.0,1.0
143,2.0,0.01,True,True,std_dev_thresh,0.10842105263157895,0.10210526315789474,0.10105263157894737,0.0,1.0
144,2.0,0.02,False,False,ac1,0.08789473684210526,0.12263157894736842,0.020526315789473684,0.12263157894736842,1.0
145,2.0,0.02,False,False,ac1_thresh,0.08530805687203792,0.1263823064770932,0.021590310689836755,0.1263823064770932,1.0
146,2.0,0.02,False,False,iqr,0.0731578947368421,0.07526315789473684,0.04052631578947368,0.07526315789473684,1.0
147,2.0,0.02,False,False,iqr_thresh,0.0784623486045287,0.08162190626645603,0.04476040021063718,0.08162190626645603,1.0
148,2.0,0.02,False,False,std_dev,0.08894736842105264,0.08105263157894736,0.06263157894736843,0.08105263157894736,1.0
149,2.0,0.02,False,False,std_dev_thresh,0.08425487098472881,0.08162190626645603,0.057925223802001054,0.08162190626645603,1.0
150,2.0,0.02,False,True,ac1,0.09421052631578947,0.09210526315789473,0.08789473684210526,0.0005263157894736842,1.0
151,2.0,0.02,False,True,ac1_thresh,0.09421052631578947,0.09210526315789473,0.08789473684210526,0.0005263157894736842,1.0
152,2.0,0.02,False,True,iqr,0.0931578947368421,0.08789473684210526,0.08473684210526315,0.0,1.0
153,2.0,0.02,False,True,iqr_thresh,0.0931578947368421,0.08789473684210526,0.08473684210526315,0.0,1.0
154,2.0,0.02,False,True,std_dev,0.09842105263157895,0.09421052631578947,0.08842105263157894,0.0,1.0
155,2.0,0.02,False,True,std_dev_thresh,0.09842105263157895,0.09421052631578947,0.08842105263157894,0.0,1.0
156,2.0,0.02,True,False,ac1,0.10526315789473684,0.1336842105263158,0.017368421052631578,0.1336842105263158,1.0
157,2.0,0.02,True,False,ac1_thresh,0.10215903106898368,0.13164823591363875,0.01790416008425487,0.13164823591363875,1.0
158,2.0,0.02,True,False,iqr,0.07684210526315789,0.07842105263157895,0.029473684210526315,0.07842105263157895,1.0
159,2.0,0.02,True,False,iqr_thresh,0.08214849921011058,0.08846761453396525,0.03264876250658241,0.08846761453396525,1.0
160,2.0,0.02,True,False,std_dev,0.08842105263157894,0.08052631578947368,0.04263157894736842,0.08052631578947368,1.0
161,2.0,0.02,True,False,std_dev_thresh,0.08425487098472881,0.08109531332280147,0.042127435492364404,0.08109531332280147,1.0
162,2.0,0.02,True,True,ac1,0.10052631578947369,0.09421052631578947,0.09210526315789473,0.0,1.0
163,2.0,0.02,True,True,ac1_thresh,0.10052631578947369,0.09421052631578947,0.09210526315789473,0.0,1.0
164,2.0,0.02,True,True,iqr,0.11894736842105263,0.11421052631578947,0.1031578947368421,0.0,1.0
165,2.0,0.02,True,True,iqr_thresh,0.11894736842105263,0.11421052631578947,0.1031578947368421,0.0,1.0
166,2.0,0.02,True,True,std_dev,0.14947368421052631,0.13157894736842105,0.12473684210526316,0.0,1.0
167,2.0,0.02,True,True,std_dev_thresh,0.14947368421052631,0.13157894736842105,0.12473684210526316,0.0,1.0
168,2.0,0.05,False,False,ac1,0.0804953560371517,0.12693498452012383,0.015479876160990712,0.12693498452012383,0.34
169,2.0,0.05,False,False,ac1_thresh,0.08668730650154799,0.13622291021671826,0.017027863777089782,0.13622291021671826,0.3407172995780591
170,2.0,0.05,False,False,iqr,0.07430340557275542,0.06191950464396285,0.04024767801857585,0.06191950464396285,0.34
171,2.0,0.05,False,False,iqr_thresh,0.07585139318885449,0.06811145510835913,0.03869969040247678,0.06811145510835913,0.3407172995780591
172,2.0,0.05,False,False,std_dev,0.08823529411764706,0.08359133126934984,0.06501547987616099,0.08359133126934984,0.34
