,alpha,sigma,only_negative_disturbances,add_short_timescale,ews,p_linear,p_kendalltau,p_theilsen,p_kendalltau_adj,valid
262,0.75,0.01,True,True,std_dev,0.0,0.0,0.0,0.0,0.04
263,0.75,0.01,True,True,std_dev_thresh,0.0,0.0,0.0,0.0,0.04
264,0.75,0.02,False,False,ac1,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.07
265,0.75,0.02,False,False,ac1_thresh,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07
266,0.75,0.02,False,False,iqr,0.0,0.0,0.0,0.0,0.07
267,0.75,0.02,False,False,iqr_thresh,0.0,0.0,0.0,0.0,0.07
268,0.75,0.02,False,False,std_dev,0.0,0.0,0.0,0.0,0.07
269,0.75,0.02,False,False,std_dev_thresh,0.0,0.0,0.0,0.0,0.07
270,0.75,0.02,False,True,ac1,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07
271,0.75,0.02,False,True,ac1_thresh,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07
272,0.75,0.02,False,True,iqr,0.0,0.14285714285714285,0.0,0.14285714285714285,0.07
273,0.75,0.02,False,True,iqr_thresh,0.0,0.42857142857142855,0.0,0.42857142857142855,0.07
274,0.75,0.02,False,True,std_dev,0.0,0.14285714285714285,0.0,0.14285714285714285,0.07
275,0.75,0.02,False,True,std_dev_thresh,0.0,0.0,0.0,0.0,0.07
276,0.75,0.05,False,False,ac1,0.0,1.0,0.0,1.0,0.01
277,0.75,0.05,False,False,ac1_thresh,1.0,1.0,0.0,1.0,0.01
278,0.75,0.05,False,False,iqr,0.0,0.0,0.0,0.0,0.01
279,0.75,0.05,False,False,iqr_thresh,0.0,0.0,0.0,0.0,0.01
280,0.75,0.05,False,False,std_dev,0.0,0.0,0.0,0.0,0.01
281,0.75,0.05,False,False,std_dev_thresh,0.0,0.0,0.0,0.0,0.01
282,0.75,0.05,False,True,ac1,1.0,1.0,0.0,1.0,0.01
283,0.75,0.05,False,True,ac1_thresh,0.0,1.0,0.0,1.0,0.01
284,0.75,0.05,False,True,iqr,0.0,0.0,0.0,0.0,0.01
